Дата;Регион;Значение;REGION
2020-04-16;Самарская область;63.0;Самарская обл.
2020-04-16;Саратовская область;54.0;Саратовская обл.
2020-04-16;Ульяновская область;58.0;Ульяновская обл.
2020-04-16;Чувашская Республика;50.0;Чувашия
2020-04-17;Мордовия;67.0;Мордовия
2020-04-17;Нижегородская область;55.0;Нижегородская обл.
2020-04-17;Пензенская область;68.0;Пензенская обл.
2020-04-17;Республика Марий Эл;60.0;Марий Эл
2020-04-17;Республика Татарстан;49.0;Татарстан
2020-04-17;Самарская область;71.0;Самарская обл.
2020-04-17;Саратовская область;62.0;Саратовская обл.
2020-04-17;Ульяновская область;65.0;Ульяновская обл.
2020-04-17;Чувашская Республика;61.0;Чувашия
2020-04-18;Мордовия;64.0;Мордовия
2020-04-18;Нижегородская область;50.0;Нижегородская обл.
2020-04-18;Пензенская область;72.0;Пензенская обл.
2020-04-18;Республика Марий Эл;60.0;Марий Эл
2020-04-18;Республика Татарстан;49.0;Татарстан
2020-04-18;Самарская область;71.0;Самарская обл.
2020-04-18;Саратовская область;60.0;Саратовская обл.
2020-04-18;Ульяновская область;65.0;Ульяновская обл.
2020-04-18;Чувашская Республика;61.0;Чувашия
2020-04-19;Мордовия;26.0;Мордовия
2020-04-19;Нижегородская область;26.0;Нижегородская обл.
2020-04-19;Пензенская область;35.0;Пензенская обл.
2020-04-19;Республика Марий Эл;25.0;Марий Эл
2020-04-19;Республика Татарстан;32.0;Татарстан
2020-04-19;Самарская область;41.0;Самарская обл.
2020-04-19;Саратовская область;38.0;Саратовская обл.
2020-04-19;Ульяновская область;36.0;Ульяновская обл.
2020-04-19;Чувашская Республика;31.0;Чувашия
2020-04-20;Мордовия;39.0;Мордовия
2020-04-20;Нижегородская область;38.0;Нижегородская обл.
2020-04-20;Пензенская область;47.0;Пензенская обл.
2020-04-20;Республика Марий Эл;40.0;Марий Эл
2020-04-20;Республика Татарстан;40.0;Татарстан
2020-04-20;Самарская область;52.0;Самарская обл.
2020-04-20;Саратовская область;37.0;Саратовская обл.
2020-04-20;Ульяновская область;46.0;Ульяновская обл.
2020-04-20;Чувашская Республика;44.0;Чувашия
2020-04-21;Мордовия;42.0;Мордовия
2020-04-21;Нижегородская область;39.0;Нижегородская обл.
2020-04-21;Пензенская область;47.0;Пензенская обл.
2020-04-21;Республика Марий Эл;37.0;Марий Эл
2020-04-21;Республика Татарстан;35.0;Татарстан
2020-04-21;Самарская область;54.0;Самарская обл.
2020-04-21;Саратовская область;44.0;Саратовская обл.
2020-04-21;Ульяновская область;48.0;Ульяновская обл.
2020-04-21;Чувашская Республика;40.0;Чувашия
2020-04-22;Мордовия;49.0;Мордовия
2020-04-22;Нижегородская область;40.0;Нижегородская обл.
2020-04-22;Пензенская область;54.0;Пензенская обл.
2020-04-22;Республика Марий Эл;47.0;Марий Эл
2020-04-22;Республика Татарстан;42.0;Татарстан
2020-04-22;Самарская область;56.0;Самарская обл.
2020-04-22;Саратовская область;44.0;Саратовская обл.
2020-04-22;Ульяновская область;48.0;Ульяновская обл.
2020-04-22;Чувашская Республика;45.0;Чувашия
2020-04-23;Мордовия;47.0;Мордовия
2020-04-23;Нижегородская область;44.0;Нижегородская обл.
2020-04-23;Пензенская область;60.0;Пензенская обл.
2020-04-23;Республика Марий Эл;48.0;Марий Эл
2020-04-23;Республика Татарстан;43.0;Татарстан
2020-04-23;Самарская область;57.0;Самарская обл.
2020-04-23;Саратовская область;48.0;Саратовская обл.
2020-04-23;Ульяновская область;51.0;Ульяновская обл.
2020-04-23;Чувашская Республика;54.0;Чувашия
